Age,SiteSpending,SiteTime,RecommendImpression,Education,WorkType,Sex,Region,Salary
21,1226.99,284.12,4,Other,Private sector,Female,East of England,13613.85
44,2266.71,62.19,3,Masters,Private sector,Male,Scotland,82676.28
28,40.43,272.23,8,Degree,Private sector,Female,London,28531.33
33,878.61,297.88,11,None,Public Sector,Male,Scotland,64362.13
42,40.43,46.62,4,Masters,Unemployed,Female,North West,56591.32
67,385.8,80.44,0,A Level,Private sector,Female,London,21016.59
35,47.14,82.12,3,Degree,Unemployed,Male,East Midlands,47896.8
36,1482.24,146.92,8,PhD,Private sector,Female,Scotland,71150.08
51,114.78,12.4,0,PhD,Public Sector,Female,South East,40904.54
44,3585.56,58.62,2,Other,Unemployed,Female,Scotland,79625.58
30,40.43,126.93,0,PhD,Private sector,Male,Scotland,57101.23
32,886.32,121.75,5,None,Unemployed,Male,Scotland,39307.89
42,768.31,269.05,6,PhD,Private sector,Female,London,88069.19
38,1181.47,154.74,1,Degree,Unemployed,Female,London,61348.38
46,597.05,133.69,0,None,Unemployed,Female,Scotland,28975.44
53,3300.84,44.88,0,A Level,Private sector,Female,West Midlands,45461.15
30,261.26,23.96,0,Degree,Unemployed,Female,East Midlands,39744.51
48,1564.37,161.65,1,PhD,Private sector,Male,West Midlands,72319.75
24,153.56,113.36,8,PhD,Private sector,Female,South West,28675.99
36,985.67,159.17,7,A Level,Private sector,Male,Scotland,55464.23
41,152.09,17.09,0,Masters,Private sector,Male,East of England,65360.61
52,377.88,179.3,6,PhD,Private sector,Female,West Midlands,32693.45
31,141.09,159.09,2,Degree,Private sector,Female,Northern Ireland,48213.83
73,2104.56,74.19,0,A Level,Unemployed,Female,Scotland,26976.24
33,1010.66,291.79,9,GCSE,Public Sector,Male,Scotland,59015.55
30,1171.46,23.76,0,Degree,Unemployed,Male,North West,52210.71
36,141.19,258.43,10,Degree,Unemployed,Male,Scotland,72635.71
36,324.42,214.06,7,Other,Private sector,Male,South East,59146.24
27,2743.18,160.59,4,Degree,Unemployed,Female,North East,28025.96
65,838.54,116.28,3,GCSE,Private sector,Female,London,19868.74
47,4161.57,290.65,11,Degree,Public Sector,Male,North East,100921.66
45,295.27,195.12,3,None,Private sector,Female,Scotland,30451.46
49,230.57,251.03,17,Other,Private sector,Female,East Midlands,138905.44
40,249.83,75.33,0,PhD,Unemployed,Female,North West,59959.81
62,1158.16,167.46,4,Degree,Private sector,Male,Scotland,25574.06
56,940.37,72.04,0,Other,Private sector,Female,London,33589.82
48,3587.47,37.94,6,Other,Private sector,Female,Wales,77986.24
44,800.06,107.38,5,PhD,Private sector,Male,East Midlands,65625.57
55,191.25,78.03,7,PhD,Private sector,Male,Scotland,47479.52
71,199.32,118.95,3,Other,Private sector,Male,West Midlands,21022.38
60,404.64,70.28,6,None,Private sector,Female,Wales,18471.09
41,307.04,235.8,10,None,Unemployed,Male,Wales,51466.69
66,1574.37,48.15,5,Other,Private sector,Male,South West,28976.52
28,124.65,122.21,2,Masters,Private sector,Female,London,19638.24
28,376.62,261.64,9,GCSE,Private sector,Female,North West,28558.17
41,646.57,277.04,8,Degree,Public Sector,Male,South West,62571.58
44,133.92,231.33,6,Degree,Private sector,Female,East Midlands,49556.9
43,2380.27,191.67,4,A Level,Private sector,Female,South East,59366.03
72,197.37,242.55,6,Degree,Unemployed,Female,South West,21368.02
28,474.29,29.27,3,None,Private sector,Male,Northern Ireland,16500.26
34,265.03,79.8,4,Masters,Public Sector,Female,Scotland,47149.47
41,97.65,253.74,8,Degree,Private sector,Male,Northern Ireland,69059.07
61,953.54,213.38,3,A Level,Private sector,Male,South West,18760.34
68,40.43,300.22,15,A Level,Private sector,Male,South West,84370.02
26,101.95,213.22,1,GCSE,Private sector,Male,London,16089.98
26,625,288.22,6,Degree,Private sector,Female,Yorkshire and The Humber,17557.04
27,2131.42,90.01,8,Degree,Unemployed,Male,Wales,35891.3
49,2268.51,104.8,7,PhD,Private sector,Male,East Midlands,75701.81
45,265.03,259.19,9,Degree,Public Sector,Male,North East,60467.93
30,272.22,114.66,1,Masters,Private sector,Female,East of England,48991.06
26,835.2,98.36,1,Masters,Private sector,Male,Scotland,23163.53
40,300.32,145.82,0,Other,Private sector,Female,South East,58694.27
25,1282.48,16,0,Masters,Private sector,Male,London,27390.53
44,164.24,75.45,2,A Level,Unemployed,Male,North West,53220.22
60,2606.18,108.28,10,None,Private sector,Male,Northern Ireland,48339.82
44,2598.52,163.02,7,A Level,Private sector,Male,South East,80171.2
26,1058.52,231.15,9,Degree,Private sector,Female,Yorkshire and The Humber,30460.23
28,2959.23,174.75,7,None,Unemployed,Male,North East,32913.58
21,934.05,152.49,4,GCSE,Private sector,Male,London,14907.4
43,54.28,167.9,9,Degree,Private sector,Female,London,91118.6
36,2051.38,213.89,5,A Level,Private sector,Male,Northern Ireland,53688.56
53,210.32,212.26,8,Other,Private sector,Female,South West,36658.96
28,243.47,177.21,3,PhD,Unemployed,Female,South West,17602.79
57,1436.69,226.94,9,Degree,Private sector,Female,West Midlands,48504.57
54,1242.34,30.36,0,PhD,Private sector,Female,North West,37043.39
42,924.84,287.49,11,A Level,Unemployed,Male,North West,80207.43
33,255.39,236.13,7,None,Private sector,Male,Scotland,37924.91
47,1487.97,98.15,3,Other,Unemployed,Male,Scotland,69060.89
24,330.6,124.69,5,Degree,Private sector,Male,Yorkshire and The Humber,20876.56
41,2047.01,27.98,0,Degree,Private sector,Male,North West,70734.47
41,634.26,5.76,0,A Level,Private sector,Male,South East,62574.53
36,1618.85,5.55,0,Degree,Unemployed,Female,East Midlands,46474.88
27,282.48,209.59,2,Degree,Unemployed,Male,South East,18848.89
64,1887.03,110.95,0,Other,Private sector,Male,East of England,28649.79
59,265.03,28.3,0,Degree,Private sector,Male,Wales,30615.15
26,40.43,34.42,0,GCSE,Private sector,Male,North West,17583.02
24,361.68,79.59,3,PhD,Private sector,Female,East Midlands,19556.22
32,384.9,244.86,11,Degree,Private sector,Female,London,83296.79
42,332.48,256.75,10,PhD,Public Sector,Female,South East,88559.1
55,796.68,266.26,10,Degree,Unemployed,Female,Scotland,50202.5
39,3854.31,19.89,0,PhD,Private sector,Female,South West,73012.16
44,399.36,282.25,9,Masters,Unemployed,Male,East of England,79327.49
32,594.91,216.67,8,A Level,Private sector,Female,South East,54507.97
48,162.27,173.52,4,Masters,Private sector,Male,South East,66333.07
39,482.27,106.37,1,PhD,Public Sector,Female,South East,62139.82
41,40.43,159.93,8,Degree,Unemployed,Male,Northern Ireland,67471.67
36,1627.56,218.02,10,Degree,Private sector,Female,North West,68114.69
24,1135.68,11.21,2,Masters,Unemployed,Female,Scotland,22903.67
60,2481.43,19.65,3,None,Unemployed,Female,Scotland,30799.77
34,82.22,215.95,7,PhD,Unemployed,Male,Scotland,66559
51,82.18,129.15,0,GCSE,Private sector,Male,Yorkshire and The Humber,22681.86
35,1541.62,122.18,3,Degree,Unemployed,Female,South East,62207.68
26,363.46,246.71,8,Degree,Unemployed,Male,North West,27396.57
25,3494.83,87.44,2,A Level,Private sector,Female,Scotland,42061.26
24,703.85,79.34,6,PhD,Private sector,Male,North West,27018.49
64,1045.02,192.26,3,GCSE,Public Sector,Female,Yorkshire and The Humber,17763.86
43,540.44,215.93,10,Masters,Private sector,Female,East Midlands,64433.98
50,903.57,190.05,1,Masters,Private sector,Female,Northern Ireland,28695.05
31,1058.05,149.59,6,Masters,Private sector,Male,West Midlands,62133.49
25,2232.54,76.65,1,Masters,Private sector,Male,West Midlands,29555.96
64,376.37,46.65,0,A Level,Private sector,Female,Northern Ireland,18996.63
65,86.75,170.5,9,Masters,Private sector,Male,North West,35058.65
26,1103.52,133.22,1,PhD,Public Sector,Female,London,25854.34
47,375.38,142.64,2,Masters,Private sector,Male,South East,66871.61
53,613.96,13.33,0,GCSE,Public Sector,Male,London,32563.78
34,1526.74,58.26,0,A Level,Unemployed,Female,South East,46642.27
46,2125.03,74.34,0,Masters,Private sector,Male,South West,72700.7
32,4182.34,78.4,6,Masters,Unemployed,Female,London,99527.91
39,395.14,300.73,8,Other,Private sector,Female,Scotland,61112.22
44,317.24,267.79,7,Degree,Public Sector,Female,Wales,61397.49
32,381.33,296.17,10,Degree,Unemployed,Male,Scotland,77006.03
30,643.28,197.49,10,Other,Private sector,Female,Northern Ireland,62564.96
46,2415.39,187.34,6,Degree,Private sector,Male,West Midlands,75362.62
26,106.7,120.4,5,Degree,Private sector,Female,Yorkshire and The Humber,18500.33
43,148.92,162.71,10,Degree,Public Sector,Male,East Midlands,73992.86
31,254.59,201.06,6,Degree,Private sector,Male,North West,53384.03
27,1302.25,174.48,3,Other,Unemployed,Female,East of England,21027.34
47,313.01,206.16,12,A Level,Private sector,Male,Northern Ireland,88760.45
58,218.67,31.97,0,PhD,Private sector,Female,West Midlands,33354.06
45,1074.6,158.24,2,PhD,Private sector,Female,Scotland,74088.87
42,40.43,7.55,0,Degree,Private sector,Male,East Midlands,52593.08
34,109.43,134.38,4,Degree,Public Sector,Female,West Midlands,49980.17
53,57.02,290.05,13,Degree,Private sector,Male,Yorkshire and The Humber,70078.5
43,40.43,46.36,2,Degree,Private sector,Male,London,75993.21
29,255.23,129.84,1,None,Unemployed,Female,Scotland,13722.72
21,2030.39,242.78,5,Degree,Unemployed,Female,East Midlands,18513.73
35,301.5,279.89,7,Other,Private sector,Male,East of England,57681.13
44,265.03,6.96,0,GCSE,Private sector,Female,West Midlands,49691.98
33,118.07,275.93,10,Degree,Public Sector,Male,London,85278.07
43,228.13,233.09,4,Other,Private sector,Male,Scotland,62898.5
61,1721.57,75.19,0,None,Public Sector,Female,East of England,19799.38
27,1429.24,5.63,0,GCSE,Private sector,Male,South East,24922.5
53,193.96,173.52,3,Degree,Private sector,Male,West Midlands,31381.43
33,3094.63,43.72,3,None,Private sector,Male,Scotland,58570.52
56,767.41,155.67,4,Masters,Private sector,Female,Wales,31125.35
50,2829.17,67.51,0,Masters,Private sector,Male,Northern Ireland,46069.13
19,124.65,70.12,0,PhD,Public Sector,Female,South West,14359.36
44,193.29,102.76,1,None,Unemployed,Female,Scotland,38269.19
41,270.31,45.45,1,PhD,Private sector,Female,Wales,59036.19
60,118.53,146.48,5,None,Private sector,Female,East of England,14446.69
36,3180.98,275.72,11,Degree,Public Sector,Male,North West,95695.23
27,556.18,15.06,8,None,Unemployed,Female,Scotland,27538.31
30,1886.04,228.45,6,Other,Private sector,Male,Scotland,63951.66
41,4003.72,253.91,10,Degree,Private sector,Male,North West,109112.89
56,1211.75,290.61,11,PhD,Private sector,Female,Yorkshire and The Humber,54452.59
28,1513.8,93.32,8,Masters,Public Sector,Male,West Midlands,36222.14
24,1746.94,273.45,11,Masters,Private sector,Female,London,60245.49
30,377.48,256.16,10,Degree,Private sector,Female,Yorkshire and The Humber,64725.2
50,3936.68,110.65,0,Other,Private sector,Female,North West,58086.92
26,1081.66,188.53,0,Other,Private sector,Male,East of England,20090.79
34,124.65,272.66,12,None,Private sector,Female,South East,62524.65
49,361.39,109.7,1,Degree,Private sector,Male,South West,57042.39
38,1041.24,113.96,0,Other,Private sector,Male,South West,48726.02
46,233.38,176.22,6,GCSE,Unemployed,Female,Northern Ireland,39890.27
50,40.43,271.73,9,A Level,Private sector,Female,West Midlands,39573.28
40,213.78,236.17,6,PhD,Private sector,Female,East of England,72271.83
38,1136.89,33.13,2,Degree,Private sector,Female,North West,54522.34
48,909,235.06,14,None,Public Sector,Male,East of England,97817.62
37,1243.23,203.61,7,Degree,Private sector,Male,Scotland,60267.46
35,40.43,101.79,6,Degree,Unemployed,Female,London,53988.53
33,859.42,153.85,4,Degree,Private sector,Female,South East,58131.84
35,241.32,193.73,5,Degree,Private sector,Female,South East,46412.34
49,2582.31,36.28,0,Degree,Private sector,Female,London,88233.34
23,438.17,16.13,0,GCSE,Unemployed,Female,West Midlands,16854.2
28,772.41,250.74,13,Other,Unemployed,Male,North West,64800.78
27,92.52,212.22,6,PhD,Public Sector,Female,North East,20788.52
35,865.49,182.3,2,PhD,Private sector,Male,East of England,62997.49
31,367.27,225.93,6,Degree,Private sector,Female,Yorkshire and The Humber,44251.23
44,157.68,242.34,6,Degree,Private sector,Male,Northern Ireland,60824.38
53,1615.98,136.75,2,Degree,Unemployed,Male,West Midlands,36412.6
46,258.73,199.89,3,Other,Private sector,Female,East of England,54035.83
28,382.97,36.81,2,Other,Unemployed,Male,North West,21011.83
44,668.88,205.27,12,Other,Unemployed,Female,East Midlands,76352.55
28,1914,31.78,2,A Level,Private sector,Female,Wales,21796.14
56,177.67,272.87,5,GCSE,Public Sector,Female,North West,22306.84
54,155.42,231.17,5,Other,Private sector,Male,Wales,27704.97
22,2376.1,287.15,11,Other,Private sector,Male,South East,62542.89
49,4355.04,27.78,0,Degree,Private sector,Male,Northern Ireland,96745.84
51,40.43,188.38,9,PhD,Private sector,Male,North West,48651.47
